id,cap_numero,cap_nombre,subcap_numero,subcap_nombre,articulo_numero,parrafo_numero,parrafo_texto
051-2,2,Derechos fundamentales,3,Derechos fundamentales,51,2,"2. El Estado tomará las medidas necesarias para asegurar su goce universal yoportuno, contemplando, a lo menos, la habitabilidad, el espacio yequipamiento suficientes, doméstico y comunitario, para la producción yreproducción de la vida, la disponibilidad de servicios, la asequibilidad, laaccesibilidad, la ubicación apropiada, la seguridad de la tenencia y lapertinencia cultural de las viviendas, conforme a la ley."
051-3,2,Derechos fundamentales,3,Derechos fundamentales,51,3,"3. El Estado podrá participar en el diseño, la construcción, la rehabilitación, laconservación y la innovación de la vivienda. Considerará particularmente enel diseño de las políticas de vivienda a personas con bajos ingresoseconómicos o pertenecientes a grupos de especial protección."
051-4,2,Derechos fundamentales,3,Derechos fundamentales,51,4,"4. El Estado garantiza la creación de viviendas de acogida en casos de violenciade género y otras formas de vulneración de derechos, según determine la ley."
051-5,2,Derechos fundamentales,3,Derechos fundamentales,51,5,"5. El Estado garantiza la disponibilidad del suelo necesario para la provisión devivienda digna y adecuada. Administra un Sistema Integrado de SuelosPúblicos con facultades de priorización de uso, de gestión y disposición deterrenos fiscales para fines de interés social, y de adquisición de terrenosprivados, conforme a la ley. Asimismo, establecerá mecanismos para impedirla especulación en materia de suelo y vivienda que vaya en desmedro delinterés público, de conformidad con la ley."
052-1,2,Derechos fundamentales,3,Derechos fundamentales,52,1,"1. El derecho a la ciudad y al territorio es un derecho colectivo orientado al biencomún y se basa en el ejercicio pleno de los derechos humanos en elterritorio, en su gestión democrática y en la función social y ecológica de lapropiedad."
052-2,2,Derechos fundamentales,3,Derechos fundamentales,52,2,"2. En virtud de ello, toda persona tiene derecho a habitar, producir, gozar yparticipar en ciudades y asentamientos humanos libres de violencia y encondiciones apropiadas para una vida digna."
052-3,2,Derechos fundamentales,3,Derechos fundamentales,52,3,"3. Es deber del Estado ordenar, planificar y gestionar los territorios, las ciudadesy los asentamientos humanos; así como establecer reglas de uso ytransformación del suelo, de acuerdo con el interés general, la equidadterritorial, sostenibilidad y accesibilidad universal."
052-4,2,Derechos fundamentales,3,Derechos fundamentales,52,4,"4. El Estado garantiza la protección y el acceso equitativo a servicios básicos,bienes y espacios públicos; la movilidad segura y sustentable; la conectividady seguridad vial. Asimismo, promueve la integración socioespacial y participaen la plusvalía que genere su acción urbanística o regulatoria."
052-5,2,Derechos fundamentales,3,Derechos fundamentales,52,5,"5. El Estado garantiza la participación de la comunidad en los procesos deplanificación territorial y políticas habitacionales. Asimismo, promueve yapoya la gestión comunitaria del hábitat."
053-1,2,Derechos fundamentales,3,Derechos fundamentales,53,1,"1. Derecho a vivir en entornos seguros y libres de violencia. Es deber del Estadoproteger en forma equitativa el ejercicio de este derecho a todas laspersonas, a través de una política de prevención de la violencia y el delito queconsiderará especialmente las condiciones materiales, ambientales, socialesy el fortalecimiento comunitario de los territorios."
053-2,2,Derechos fundamentales,3,Derechos fundamentales,53,2,"2. Las acciones de prevención, persecución y sanción de los delitos, así comola reinserción social de las personas condenadas, serán desarrolladas por losorganismos públicos que señalen esta Constitución y la ley, en formacoordinada y con irrestricto respeto a los derechos humanos."
054-1,2,Derechos fundamentales,3,Derechos fundamentales,54,1,"1. Es deber del Estado asegurar la soberanía y seguridad alimentaria. Para estopromoverá la producción, la distribución y el consumo de alimentos quegaranticen el derecho a la alimentación sana y adecuada, el comercio justo ysistemas alimentarios ecológicamente responsables."
054-2,2,Derechos fundamentales,3,Derechos fundamentales,54,2,2. El Estado fomenta la producción agropecuaria ecológicamente sustentable.
054-3,2,Derechos fundamentales,3,Derechos fundamentales,54,3,"3. Reconoce, fomenta y apoya la agricultura campesina e indígena, larecolección y la pesca artesanal, en tanto actividades fundamentales para laproducción de alimentos."
054-4,2,Derechos fundamentales,3,Derechos fundamentales,54,4,"4. Del mismo modo, promueve el patrimonio culinario y gastronómico del país."
055-1,2,Derechos fundamentales,3,Derechos fundamentales,55,11,"El Estado garantiza el derecho de campesinas, campesinos y pueblos ynaciones indígenas al libre uso e intercambio de semillas tradicionales."
056-1,2,Derechos fundamentales,3,Derechos fundamentales,56,1,"1. Toda persona tiene derecho a una alimentación adecuada, saludable,suficiente, nutricionalmente completa y pertinente culturalmente. Estederecho comprende la garantía de alimentos especiales para quienes lorequieran por motivos de salud."
056-2,2,Derechos fundamentales,3,Derechos fundamentales,56,2,"2. El Estado garantiza en forma continua y permanente la disponibilidad y elacceso a los alimentos que satisfagan este derecho, especialmente en zonasaisladas geográficamente."
057-1,2,Derechos fundamentales,3,Derechos fundamentales,57,1,"1. Toda persona tiene derecho humano al agua y al saneamiento suficiente,saludable, aceptable, asequible y accesible. Es deber del Estado garantizarlopara las actuales y futuras generaciones."
057-2,2,Derechos fundamentales,3,Derechos fundamentales,57,2,2. El Estado vela por la satisfacción de este derecho atendiendo lasnecesidades de las personas en sus distintos contextos.
058-1,2,Derechos fundamentales,3,Derechos fundamentales,58,2,"La Constitución reconoce a los pueblos y naciones indígenas el usotradicional de las aguas situadas en territorios indígenas o autonomíasterritoriales indígenas. Es deber del Estado garantizar su protección,integridad y abastecimiento."
059-1,2,Derechos fundamentales,3,Derechos fundamentales,59,1,1. Toda persona tiene derecho a un mínimo vital de energía asequible y segura.
059-2,2,Derechos fundamentales,3,Derechos fundamentales,59,2,"2. El Estado garantiza el acceso equitativo y no discriminatorio a la energía quepermita a las personas satisfacer sus necesidades, velando por lacontinuidad de los servicios energéticos."
059-3,2,Derechos fundamentales,3,Derechos fundamentales,59,3,"3. Asimismo, regula y fomenta una matriz energética distribuida,descentralizada y diversificada, basada en energías renovables y de bajoimpacto ambiental."
059-4,2,Derechos fundamentales,3,Derechos fundamentales,59,4,4. La infraestructura energética es de interés público.
059-5,2,Derechos fundamentales,3,Derechos fundamentales,59,5,5. El Estado fomenta y protege las empresas cooperativas de energía y elautoconsumo.
060-1,2,Derechos fundamentales,3,Derechos fundamentales,60,1,"1. Toda persona tiene derecho al deporte, a la actividad física y a las prácticascorporales. El Estado garantiza su ejercicio en sus distintas dimensiones ydisciplinas, ya sean recreacionales, educativas, competitivas o de altorendimiento. Para lograr estos objetivos, se podrán considerar políticasdiferenciadas."
060-2,2,Derechos fundamentales,3,Derechos fundamentales,60,2,"2. El Estado reconoce la función social del deporte, en tanto permite laparticipación colectiva, la asociatividad, la integración e inserción social, asícomo el mantenimiento y mejora de la salud. La ley asegurará elinvolucramiento de las personas y comunidades con la práctica del deporte.Niñas, niños y adolescentes gozarán de la misma garantía en losestablecimientos educacionales. Del mismo modo, garantizará laparticipación de las primeras en la dirección de las diferentes institucionesdeportivas."
060-3,2,Derechos fundamentales,3,Derechos fundamentales,60,3,"3. La ley regulará y establecerá los principios aplicables a las institucionespúblicas o privadas que tengan por objeto la gestión del deporte profesionalcomo actividad social, cultural y económica, debiendo garantizar lademocracia y participación vinculante de sus organizaciones."
061-1,2,Derechos fundamentales,3,Derechos fundamentales,61,1,"1. Toda persona es titular de derechos sexuales y reproductivos. Estoscomprenden, entre otros, el derecho a decidir de forma libre, autónoma einformada sobre el propio cuerpo, sobre el ejercicio de la sexualidad, lareproducción, el placer y la anticoncepción."
061-2,2,Derechos fundamentales,3,Derechos fundamentales,61,2,"2. El Estado garantiza su ejercicio sin discriminación, con enfoque de género,inclusión y pertinencia cultural; así como el acceso a la información,educación, salud, y a los servicios y prestaciones requeridos para ello,asegurando a todas las mujeres y personas con capacidad de gestar lascondiciones para un embarazo, una interrupción voluntaria del embarazo, unparto y una maternidad voluntarios y protegidos. Asimismo, garantiza suejercicio libre de violencias y de interferencias por parte de terceros, ya seanindividuos o instituciones."
061-3,2,Derechos fundamentales,3,Derechos fundamentales,61,3,3. La ley regulará el ejercicio de estos derechos.
061-4,2,Derechos fundamentales,3,Derechos fundamentales,61,4,"4. El Estado reconoce y garantiza el derecho de las personas a beneficiarse delprogreso científico para ejercer de manera libre, autónoma y nodiscriminatoria estos derechos."
062-1,2,Derechos fundamentales,3,Derechos fundamentales,62,2,"Toda persona tiene derecho a la autonomía personal, al libre desarrollo de supersonalidad, identidad y de sus proyectos de vida."
063-1,2,Derechos fundamentales,3,Derechos fundamentales,63,2,"Se prohíbe la esclavitud, el trabajo forzado, la servidumbre y la trata depersonas en cualquiera de sus formas. El Estado adoptará una política deprevención, sanción y erradicación de dichas prácticas. Asimismo,garantizará la protección, plena restauración de derechos, remediación yreinserción social de las víctimas."
064-1,2,Derechos fundamentales,3,Derechos fundamentales,64,1,"1. Toda persona tiene derecho al libre desarrollo y pleno reconocimiento de suidentidad, en todas sus dimensiones y manifestaciones, incluyendo lascaracterísticas sexuales, identidades y expresiones de género, nombre yorientaciones sexoafectivas."
064-2,2,Derechos fundamentales,3,Derechos fundamentales,64,2,"2. El Estado garantiza su ejercicio a través de leyes, acciones afirmativas yprocedimientos."
065-1,2,Derechos fundamentales,3,Derechos fundamentales,65,1,"1. Los pueblos y naciones indígenas y sus integrantes tienen derecho a laidentidad e integridad cultural y al reconocimiento y respeto de suscosmovisiones, formas de vida e instituciones propias."
065-2,2,Derechos fundamentales,3,Derechos fundamentales,65,2,2. Se prohíbe la asimilación forzada y la destrucción de sus culturas.
066-1,2,Derechos fundamentales,3,Derechos fundamentales,66,11,"Los pueblos y naciones indígenas tienen derecho a ser consultadospreviamente a la adopción de medidas administrativas y legislativas que lesafectasen. El Estado garantiza los medios para la efectiva participación deestos, a través de sus instituciones representativas, de forma previa y libre,mediante procedimientos apropiados, informados y de buena fe."
067-1,2,Derechos fundamentales,3,Derechos fundamentales,67,1,"1. Toda persona tiene derecho a la libertad de pensamiento, de conciencia, dereligión y de cosmovisión. Este derecho incluye la libertad de profesar ycambiar de religión o creencias y su libre ejercicio en el espacio público o enel privado, mediante el culto, la celebración de los ritos, las prácticasespirituales y la enseñanza."
067-2,2,Derechos fundamentales,3,Derechos fundamentales,67,2,"2. Además comprende la facultad de erigir templos, dependencias y lugarespara el culto; mantener, proteger y acceder a los lugares sagrados y derelevancia espiritual; y rescatar y preservar los objetos de culto o que tenganun significado sagrado."
067-3,2,Derechos fundamentales,3,Derechos fundamentales,67,3,3. El Estado reconoce la espiritualidad como elemento esencial del ser humano.
067-4,2,Derechos fundamentales,3,Derechos fundamentales,67,4,"4. Las agrupaciones religiosas y espirituales pueden organizarse comopersonas jurídicas, tienen prohibida toda forma de lucro y sus bienes debengestionarse de forma transparente de conformidad con la ley, respetando losderechos, deberes y principios que esta Constitución establece."
068-1,2,Derechos fundamentales,3,Derechos fundamentales,68,1,1. Toda persona tiene derecho a una muerte digna.
068-2,2,Derechos fundamentales,3,Derechos fundamentales,68,2,2. La Constitución asegura el derecho de las personas a tomar decisiones librese informadas sobre sus cuidados y tratamientos al final de su vida.
068-3,2,Derechos fundamentales,3,Derechos fundamentales,68,3,"3. El Estado garantiza el acceso a los cuidados paliativos a todas las personasportadoras de enfermedades crónicas avanzadas, progresivas y limitantes dela vida, en especial a grupos vulnerables y en riesgo social."
068-4,2,Derechos fundamentales,3,Derechos fundamentales,68,4,"4. La ley regulará las condiciones para garantizar el ejercicio de este derecho,incluyendo el acceso a la información y el acompañamiento adecuado."
069-1,2,Derechos fundamentales,3,Derechos fundamentales,69,11,"Toda persona tiene derecho a la libertad ambulatoria y a la libre circulación,a residir, permanecer y trasladarse en cualquier lugar del territorio nacional,así como a entrar y salir de él. La ley regulará el ejercicio de este derecho."
070-1,2,Derechos fundamentales,3,Derechos fundamentales,70,1,"1. Toda persona tiene derecho a la privacidad personal, familiar y comunitaria.Ninguna persona ni autoridad podrá afectar, restringir o impedir su ejercicio,salvo en los casos y formas que determine la ley."
070-2,2,Derechos fundamentales,3,Derechos fundamentales,70,2,"2. Los recintos privados son inviolables. La entrada, el registro o el allanamientosolo se podrán realizar con orden judicial previa, salvo las hipótesis deflagrancia que establezca la ley."
070-3,2,Derechos fundamentales,3,Derechos fundamentales,70,3,"3. Toda documentación y comunicación privada es inviolable, incluyendo susmetadatos. La interceptación, la captura, la apertura, el registro o la revisiónsolo se podrá realizar con orden judicial previa."
071-1,2,Derechos fundamentales,3,Derechos fundamentales,71,1,"1. Toda persona tiene derecho a buscar y recibir asilo y refugio. Una ley regularáel procedimiento de solicitud y reconocimiento de la condición de refugiado,así como las garantías y protecciones específicas que se establezcan en favorde las personas solicitantes de asilo o refugiadas."
071-2,2,Derechos fundamentales,3,Derechos fundamentales,71,2,"2. Ninguna persona solicitante de asilo o refugiada será regresada por la fuerzaal Estado donde corra riesgo de persecución, de graves violaciones dederechos humanos, o su vida o libertad puedan verse amenazadas."
072-1,2,Derechos fundamentales,3,Derechos fundamentales,72,1,1. Toda persona tiene derecho a asociarse sin permiso previo.
072-2,2,Derechos fundamentales,3,Derechos fundamentales,72,2,"2. Este comprende la protección de la autonomía de las asociaciones para elcumplimiento de sus fines específicos y el establecimiento de su regulacióninterna, organización y demás elementos definitorios."
072-3,2,Derechos fundamentales,3,Derechos fundamentales,72,3,"3. Para gozar de personalidad jurídica, las asociaciones deberán constituirse enconformidad con la ley."
072-4,2,Derechos fundamentales,3,Derechos fundamentales,72,4,4. La ley podrá imponer restricciones específicas al ejercicio de este derechorespecto de las policías y de las Fuerzas Armadas.
073-1,2,Derechos fundamentales,3,Derechos fundamentales,73,1,"1. El Estado reconoce la función social, económica y productiva de lascooperativas y fomenta su desarrollo, conforme al principio de ayuda mutua."
073-2,2,Derechos fundamentales,3,Derechos fundamentales,73,2,"2. Las cooperativas podrán agruparse en federaciones, confederaciones o enotras formas de organización. La ley regulará su creación y funcionamiento,garantizando su autonomía, y preservará, mediante los instrumentoscorrespondientes, su naturaleza y finalidades."
074-1,2,Derechos fundamentales,3,Derechos fundamentales,74,2,"Los colegios profesionales son corporaciones de derecho público,nacionales y autónomas, que colaboran con los propósitos y lasresponsabilidades del Estado. Sus labores consisten en velar por el ejercicioético de sus integrantes, promover la credibilidad y representar oficialmentea la profesión ante el Estado y las demás que establezca la ley."
075-1,2,Derechos fundamentales,3,Derechos fundamentales,75,1,1. Toda persona tiene derecho a reunirse y manifestarse pacíficamente enlugares privados y públicos sin permiso previo.
075-2,2,Derechos fundamentales,3,Derechos fundamentales,75,2,2. Las reuniones en lugares de acceso público solo podrán restringirse enconformidad con la ley.
076-1,2,Derechos fundamentales,3,Derechos fundamentales,76,1,"1. Toda persona tiene derecho a presentar peticiones, exposiciones oreclamaciones ante cualquier autoridad del Estado."
076-2,2,Derechos fundamentales,3,Derechos fundamentales,76,2,"2. La ley regulará los plazos y la forma en que la autoridad deberá dar respuestaa la solicitud, además de la manera en que se garantizará el principio deplurilingüismo en el ejercicio de este derecho."
077-1,2,Derechos fundamentales,3,Derechos fundamentales,77,4,"Toda persona tiene derecho a acceder, buscar, solicitar, recibir y difundirinformación pública de cualquier órgano del Estado o de entidades quepresten servicios de utilidad pública, en la forma y las condiciones queestablezca la ley."
078-1,2,Derechos fundamentales,3,Derechos fundamentales,78,1,"1. Toda persona, natural o jurídica, tiene derecho de propiedad en todas susespecies y sobre toda clase de bienes, salvo aquellos que la naturaleza hahecho comunes a todas las personas y los que la Constitución o la leydeclaren inapropiables."
078-2,2,Derechos fundamentales,3,Derechos fundamentales,78,2,"2. Corresponderá a la ley determinar el modo de adquirir la propiedad, sucontenido, límites y deberes, conforme con su función social y ecológica."
078-3,2,Derechos fundamentales,3,Derechos fundamentales,78,3,"3. Ninguna persona puede ser privada de su propiedad, sino en virtud de una leyque autorice la expropiación por causa de utilidad pública o interés generaldeclarado por el legislador."
078-4,2,Derechos fundamentales,3,Derechos fundamentales,78,4,4. La propietaria o el propietario siempre tiene derecho a que se le indemnicepor el justo precio del bien expropiado.
078-5,2,Derechos fundamentales,3,Derechos fundamentales,78,5,"5. El pago deberá efectuarse de forma previa a la toma de posesión material delbien expropiado y la persona expropiada siempre podrá reclamar de lalegalidad del acto expropiatorio, así como del monto y de la modalidad depago ante los tribunales que determine la ley."
078-6,2,Derechos fundamentales,3,Derechos fundamentales,78,6,"6. Cualquiera sea la causa invocada para llevar a cabo la expropiación, siempredebe estar debidamente fundada."
079-1,2,Derechos fundamentales,3,Derechos fundamentales,79,1,"1. El Estado reconoce y garantiza, conforme con la Constitución, el derecho delos pueblos y naciones indígenas a sus tierras, territorios y recursos."
079-2,2,Derechos fundamentales,3,Derechos fundamentales,79,2,"2. La propiedad de las tierras indígenas goza de especial protección. El Estadoestablecerá instrumentos jurídicos eficaces para su catastro, regularización,demarcación, titulación, reparación y restitución."
079-3,2,Derechos fundamentales,3,Derechos fundamentales,79,3,"3. La restitución constituye un mecanismo preferente de reparación, de utilidadpública e interés general."
079-4,2,Derechos fundamentales,3,Derechos fundamentales,79,4,"4. Conforme con la Constitución y la ley, los pueblos y naciones indígenastienen derecho a utilizar los recursos que tradicionalmente han usado uocupado, que se encuentran en sus territorios y sean indispensables para suexistencia colectiva."
080-1,2,Derechos fundamentales,3,Derechos fundamentales,80,1,"1. Toda persona, natural o jurídica, tiene libertad de emprender y desarrollaractividades económicas. Su ejercicio debe ser compatible con los derechosconsagrados en esta Constitución y la protección de la naturaleza."
080-2,2,Derechos fundamentales,3,Derechos fundamentales,80,2,"2. El contenido y los límites de este derecho serán determinados por las leyesque regulen su ejercicio, las que deberán promover el desarrollo de lasempresas de menor tamaño y asegurarán la protección de las consumidorasy los consumidores."
081-1,2,Derechos fundamentales,3,Derechos fundamentales,81,1,"1. Toda persona tiene derecho, en su condición de consumidora o usuaria, a lalibre elección, a la información veraz, a no ser discriminada, a la seguridad, ala protección de su salud y el medioambiente, a la reparación eindemnización adecuada y a la educación para el consumo responsable."
081-2,2,Derechos fundamentales,3,Derechos fundamentales,81,2,"2. El Estado protegerá el ejercicio de estos derechos, mediante procedimientoseficaces y un órgano con facultades interpretativas, fiscalizadoras,sancionadoras y las demás que le otorgue la ley."
082-1,2,Derechos fundamentales,3,Derechos fundamentales,82,1,"1. Toda persona, natural o jurídica, tiene derecho a la libertad de expresión yopinión, en cualquier forma y por cualquier medio, el cual comprende lalibertad de buscar, recibir y difundir informaciones e ideas de toda índole."
082-2,2,Derechos fundamentales,3,Derechos fundamentales,82,2,"2. No existirá censura previa, sino únicamente las responsabilidades ulterioresque determine la ley."
083-1,2,Derechos fundamentales,3,Derechos fundamentales,83,1,1. Toda persona tiene derecho a producir información y a participarequitativamente en la comunicación social. Se reconoce el derecho a fundary mantener medios de comunicación e información.
083-2,2,Derechos fundamentales,3,Derechos fundamentales,83,2,2. El Estado respetará la libertad de prensa y promoverá el pluralismo de losmedios de comunicación y la diversidad de información.
083-3,2,Derechos fundamentales,3,Derechos fundamentales,83,3,"3. Toda persona ofendida o injustamente aludida por un medio decomunicación e información tiene derecho a que su aclaración orectificación sea difundida gratuitamente por el mismo medio en quehubiese sido emitida. La ley regulará el ejercicio de este derecho, con respetoa la libertad de expresión."
084-1,2,Derechos fundamentales,3,Derechos fundamentales,84,2,"El Estado fomenta la creación de medios de comunicación e información ysu desarrollo a nivel regional, local y comunitario e impide la concentraciónde la propiedad de estos. En ningún caso se podrá establecer el monopolioestatal sobre ellos. Corresponderá a la ley el resguardo de este precepto."
085-1,2,Derechos fundamentales,3,Derechos fundamentales,85,1,"1. Existirán medios de comunicación e información públicos, en distintossoportes tecnológicos, que respondan a las necesidades informativas,educativas, culturales y de entretenimiento de los diversos grupos de lapoblación."
085-2,2,Derechos fundamentales,3,Derechos fundamentales,85,2,"2. Estos medios serán pluralistas, descentralizados y estarán coordinados entresí. Asimismo, gozarán de independencia respecto del Gobierno y contaráncon financiamiento público para su funcionamiento. La ley regulará suorganización y la composición de sus directorios, la que estará orientada porcriterios técnicos y de idoneidad."
086-1,2,Derechos fundamentales,3,Derechos fundamentales,86,1,1. Toda persona tiene derecho al acceso universal a la conectividad digital y alas tecnologías de la información y comunicación.
086-2,2,Derechos fundamentales,3,Derechos fundamentales,86,2,"2. El Estado garantiza el acceso libre, equitativo y descentralizado, concondiciones de calidad y velocidad adecuadas y efectivas, a los serviciosbásicos de comunicación."
086-3,2,Derechos fundamentales,3,Derechos fundamentales,86,3,"3. Es deber del Estado promover y participar del desarrollo de lastelecomunicaciones, servicios de conectividad y tecnologías de lainformación y comunicación. La ley regulará la forma en que el Estadocumplirá este deber."
086-4,2,Derechos fundamentales,3,Derechos fundamentales,86,4,"4. El Estado tiene la obligación de superar las brechas de acceso, uso yparticipación en el espacio digital y en sus dispositivos e infraestructuras."
086-5,2,Derechos fundamentales,3,Derechos fundamentales,86,5,"5. El Estado garantiza el cumplimiento del principio de neutralidad en la red. Lasobligaciones, las condiciones y los límites en esta materia serándeterminados por la ley."
086-6,2,Derechos fundamentales,3,Derechos fundamentales,86,6,"6. La infraestructura de telecomunicaciones es de interés público,independientemente de su régimen patrimonial."
086-7,2,Derechos fundamentales,3,Derechos fundamentales,86,7,7. Corresponderá a la ley determinar la utilización y el aprovechamiento delespectro radioeléctrico.
087-1,2,Derechos fundamentales,3,Derechos fundamentales,87,1,"1. Toda persona tiene derecho a la autodeterminación informativa y a laprotección de datos personales. Este derecho comprende la facultad deconocer, decidir y controlar el uso de los datos que le conciernen, acceder,ser informada y oponerse al tratamiento de ellos, y a obtener su rectificación,cancelación y portabilidad, sin perjuicio de otros derechos que establezca laley."
087-2,2,Derechos fundamentales,3,Derechos fundamentales,87,2,"2. El tratamiento de datos personales solo podrá efectuarse en los casos queestablezca la ley, sujetándose a los principios de licitud, lealtad, calidad,transparencia, seguridad, limitación de la finalidad y minimización de datos."
088-1,2,Derechos fundamentales,3,Derechos fundamentales,88,2,"Toda persona tiene derecho a la protección y promoción de la seguridadinformática. El Estado y los particulares deberán adoptar las medidas idóneasy necesarias que garanticen la integridad, confidencialidad, disponibilidad yresiliencia de la información que contengan los sistemas informáticos queadministren, salvo los casos expresamente señalados por la ley."
089-1,2,Derechos fundamentales,3,Derechos fundamentales,89,1,"1. Toda persona tiene derecho a participar de un espacio digital libre deviolencia. El Estado desarrollará acciones de prevención, promoción,reparación y garantía de este derecho, otorgando especial protección amujeres, niñas, niños, adolescentes y diversidades y disidencias sexuales yde género."
089-2,2,Derechos fundamentales,3,Derechos fundamentales,89,2,"2. Las obligaciones, las condiciones y los límites en esta materia serándeterminados por ley"
090-1,2,Derechos fundamentales,3,Derechos fundamentales,90,4,"Toda persona tiene derecho a la educación digital, al desarrollo delconocimiento, pensamiento y lenguaje tecnológico, así como a gozar de susbeneficios. El Estado asegura que toda persona pueda ejercer sus derechosen los espacios digitales, para lo cual creará políticas públicas y financiaráplanes y programas gratuitos con tal objeto."
091-1,2,Derechos fundamentales,3,Derechos fundamentales,91,2,"Toda persona tiene derecho al ocio, al descanso y a disfrutar el tiempo libre."
092-1,2,Derechos fundamentales,3,Derechos fundamentales,92,1,"1. Toda persona y comunidad tiene derecho a participar libremente en la vidacultural y artística y a gozar de sus diversas expresiones, bienes, servicios einstitucionalidad. Tiene derecho a la libertad de crear y difundir las culturas ylas artes, así como a disfrutar de sus beneficios."
092-2,2,Derechos fundamentales,3,Derechos fundamentales,92,2,"2. Asimismo, tiene derecho a la identidad cultural y a conocer y educarse en lasdiversas culturas."
092-3,2,Derechos fundamentales,3,Derechos fundamentales,92,3,"3. Igualmente, tiene derecho al uso de espacios públicos para desarrollarexpresiones y manifestaciones culturales y artísticas, sin más limitacionesque las establecidas en la ley."
092-4,2,Derechos fundamentales,3,Derechos fundamentales,92,4,"4. El Estado promueve, fomenta y garantiza la interrelación armónica y elrespeto de todas las expresiones simbólicas, culturales y patrimoniales, seanestas materiales e inmateriales y el acceso, desarrollo y difusión de lasculturas, las artes y los conocimientos, atendiendo a la diversidad cultural entodas sus manifestaciones y contribuciones, bajo los principios decolaboración e interculturalidad."
092-5,2,Derechos fundamentales,3,Derechos fundamentales,92,5,"5. Además, debe generar las instancias para que la sociedad contribuya aldesarrollo de la creatividad cultural y artística, en sus más diversasexpresiones."
092-6,2,Derechos fundamentales,3,Derechos fundamentales,92,6,"6. El Estado promueve las condiciones para el libre desarrollo de la identidadcultural de las comunidades y personas, así como de sus procesos culturales."
093-1,2,Derechos fundamentales,3,Derechos fundamentales,93,2,"La Constitución reconoce los derechos culturales del pueblo tribalafrodescendiente chileno y asegura su ejercicio, desarrollo, promoción,conservación y protección."
094-1,2,Derechos fundamentales,3,Derechos fundamentales,94,2,"El Estado fomenta el acceso al libro y al goce de la lectura a través de planes,políticas públicas y programas. Asimismo, incentivará la creación yfortalecimiento de bibliotecas públicas y comunitarias."
095-1,2,Derechos fundamentales,3,Derechos fundamentales,95,1,"1. La Constitución asegura a toda persona la protección de los derechos deautor sobre sus obras intelectuales, científicas y artísticas. Estoscomprenden los derechos morales y patrimoniales sobre ellas, enconformidad y por el tiempo que señale la ley, el que no será inferior a la vidadel autor."
095-2,2,Derechos fundamentales,3,Derechos fundamentales,95,2,"2. Se asegura la protección de los derechos de intérpretes o ejecutantes sobresus interpretaciones o ejecuciones, de conformidad con la ley."
096-1,2,Derechos fundamentales,3,Derechos fundamentales,96,1,"1. Toda persona tiene derecho a participar libremente de la creación, eldesarrollo, la conservación y la innovación de los diversos sistemas deconocimientos y a la transferencia de sus aplicaciones, así como a gozar desus beneficios."
096-2,2,Derechos fundamentales,3,Derechos fundamentales,96,2,"2. El Estado reconoce y fomenta el desarrollo de los diversos sistemas deconocimientos en el país, considerando sus diferentes contextos culturales,sociales y territoriales. Asimismo, promueve su acceso equitativo y abierto,lo que comprende el intercambio y la comunicación de conocimientos a lasociedad de la forma más amplia posible."
096-3,2,Derechos fundamentales,3,Derechos fundamentales,96,3,"3. El Estado reconoce el derecho de los pueblos y naciones indígenas apreservar, revitalizar, desarrollar y transmitir los conocimientos tradicionalesy saberes ancestrales y debe, en conjunto con ellos, adoptar medidaseficaces para garantizar su ejercicio."
097-1,2,Derechos fundamentales,3,Derechos fundamentales,97,1,1. La Constitución garantiza la libertad de investigación.
097-2,2,Derechos fundamentales,3,Derechos fundamentales,97,2,"2. Es deber del Estado estimular, promover y fortalecer el desarrollo de lainvestigación científica y tecnológica en todas las áreas del conocimiento,contribuyendo así al enriquecimiento sociocultural del país y almejoramiento de las condiciones de vida de sus habitantes."
097-3,2,Derechos fundamentales,3,Derechos fundamentales,97,3,"3. El Estado generará, de forma independiente y descentralizada, lascondiciones para el desarrollo de la investigación científica transdisciplinariaen materias relevantes para el resguardo de la calidad de vida de la poblacióny el equilibrio ecosistémico. Además, realizará el monitoreo permanente delos riesgos medioambientales y sanitarios que afecten la salud de lascomunidades y ecosistemas del país."
097-4,2,Derechos fundamentales,3,Derechos fundamentales,97,4,"4. La ley determinará la creación y coordinación de entidades que cumplan losobjetivos establecidos en este artículo, su colaboración con centros deinvestigación públicos y privados con pertinencia territorial, suscaracterísticas y funcionamiento."
098-1,2,Derechos fundamentales,3,Derechos fundamentales,98,5,"Las ciencias y tecnologías, sus aplicaciones y procesos investigativos debendesarrollarse según los principios bioéticos de solidaridad, cooperación,responsabilidad y con pleno respeto a la dignidad humana, la sintiencia delos animales, los derechos de la naturaleza y los demás derechosestablecidos en esta Constitución y en tratados internacionales de derechoshumanos ratificados y vigentes en Chile."
099-1,2,Derechos fundamentales,3,Derechos fundamentales,99,1,"1. El Consejo Nacional de Bioética es un órgano independiente, técnico, decarácter consultivo, pluralista y transdisciplinario que tendrá, entre susfunciones, asesorar a los organismos del Estado en los asuntos bioéticos quepuedan afectar a la vida humana, animal, la naturaleza y la biodiversidad,recomendando la dictación, modificación y supresión de normas que regulendichas materias."
099-2,2,Derechos fundamentales,3,Derechos fundamentales,99,2,"2. La ley regulará la composición, las funciones, la organización y los demásaspectos de este órgano."
